#FRAME_ID    DATE_OBS   FITS_SIZE[MB] FILTER01        FILTER02        FILTER03        FILTER04        RA2000       DEC2000      GALLONG      GALLAT       ECLLONG      ECLLAT             X_2000       Y_2000       Z_2000 UT_STR        EXPTIME   ALTITUDE DATA_TYP         OBS_MOD          OBJECT2                          

COMA00022006 2002-01-01            32 F01C10.50W6.00  H21             D02             L01L10I         06:07:50.149 +18:39:21.38 191.43661    -0.77898     91.89038     -4.77043        -0.032387     0.946903     0.319884 12:00:16.000  100.430   60.90176 OBJECT           spectroscopy     LKHA208                          
COMA00022008 2002-01-01            36 F01C10.50W6.00  H21             D02             L01L10I         06:07:50.151 +18:39:21.25 191.43664    -0.77900     91.89038     -4.77047        -0.032387     0.946903     0.319884 12:03:19.000  401.750   60.19135 OBJECT           spectroscopy     LKHA208                          
COMA00022009 2002-01-01            36 F01C10.50W6.00  H21             D02             L01L10I         06:07:49.804 +18:39:20.77 191.43609    -0.78027     91.88900     -4.77062        -0.032363     0.946905     0.319882 12:07:17.000  100.430   59.25490 OBJECT           imaging          LKHA208                          
COMA00022011 2002-01-01            12 F01C10.50W6.00  H21             D02             L01L10I         06:07:49.807 +18:39:20.66 191.43613    -0.78025     91.88904     -4.77065        -0.032364     0.946905     0.319881 12:10:09.000  100.430   58.58170 OBJECT           imaging          LKHA208                          
COMA00022013 2002-01-01            15 F01C10.50W6.00  H21             D02             L01L10I         06:07:49.803 +18:39:20.62 191.43612    -0.78029     91.88900     -4.77066        -0.032363     0.946905     0.319881 12:11:38.000  100.430   58.23100 OBJECT           imaging          LKHA208                          
COMA00022015 2002-01-01            19 H13             F19C02.16W0.33  H01             L02L20I         05:35:23.212 -05:24:15.00 209.03783    -19.36564    83.04049     -28.69407        0.106712     0.989819    -0.094181 12:19:06.000 3013.190   40.20723 OBJECT           imaging          HST218-354                       
COMA00022018 2002-01-01             1 F30C12.81W0.20  H21             H01             L02L20I         05:35:23.221 -05:24:14.93 209.03784    -19.36560    83.04053     -28.69405        0.106712     0.989820    -0.094180 12:25:01.000 1004.390   38.94703 OBJECT           spectroscopy     HST218-354                       
COMA00022020 2002-01-01             1 F30C12.81W0.20  H21             H01             L02L20I         05:35:23.217 -05:24:15.07 209.03787    -19.36562    83.04053     -28.69409        0.106712     0.989819    -0.094181 12:25:41.000 1004.390   38.79564 OBJECT           spectroscopy     HST218-354                       
COMA00022022 2002-01-01             1 F30C12.81W0.20  H21             H01             L02L20I         05:35:23.210 -05:24:15.01 209.03784    -19.36565    83.04049     -28.69407        0.106712     0.989819    -0.094181 12:27:49.000 1004.390   38.33450 OBJECT           spectroscopy     HST218-354                       
COMA00022026 2002-01-01             4 F30C12.81W0.20  H21             H01             L02L20I         05:35:23.211 -05:24:14.89 209.03781    -19.36563    83.04049     -28.69404        0.106712     0.989819    -0.094180 12:29:42.000 10043.99   37.94245 OBJECT           spectroscopy     HST218-354                       
COMA00022028 2002-01-01             4 F30C12.81W0.20  H21             H01             L02L20I         05:35:23.213 -05:24:15.00 209.03783    -19.36564    83.04049     -28.69407        0.106712     0.989819    -0.094181 12:32:12.000 10043.99   37.39181 OBJECT           spectroscopy     HST218-354                       
COMA00022030 2002-01-01             4 F30C12.81W0.20  H21             H01             L02L20I         05:35:26.048 -05:24:57.36 209.05460    -19.36046    83.05325     -28.70639        0.106506     0.989822    -0.094385 12:35:06.000 10043.99   36.76809 OBJECT           spectroscopy     HST218-354                       
COMA00022032 2002-01-01             4 F30C12.81W0.20  H21             H01             L02L20I         05:35:26.051 -05:24:57.33 209.05460    -19.36045    83.05325     -28.70638        0.106506     0.989822    -0.094385 12:37:36.000 10043.99   36.22747 OBJECT           spectroscopy     HST218-354                       
COMA00022034 2002-01-01             4 F30C12.81W0.20  H21             H01             L02L20I         05:35:28.896 -05:25:39.83 209.07142    -19.35525    83.06606     -28.71875        0.106299     0.989825    -0.094590 12:40:26.000 10043.99   35.61569 OBJECT           spectroscopy     HST218-354                       
COMA00022036 2002-01-01             4 F30C12.81W0.20  H21             H01             L02L20I         05:35:28.892 -05:25:39.83 209.07140    -19.35528    83.06601     -28.71875        0.106299     0.989825    -0.094590 12:42:59.000 10043.99   35.06030 OBJECT           spectroscopy     HST218-354                       
COMA00022038 2002-01-01             1 F30C12.81W0.20  H21             H01             L02L20I         05:35:28.894 -05:25:39.75 209.07138    -19.35527    83.06601     -28.71872        0.106299     0.989825    -0.094590 12:45:45.000 5021.990   34.46108 OBJECT           spectroscopy     HST218-354                       
COMA00022040 2002-01-01             1 F30C12.81W0.20  H21             H01             L02L20I         05:35:28.903 -05:25:39.86 209.07143    -19.35525    83.06606     -28.71876        0.106299     0.989825    -0.094590 12:46:36.000 5021.990   34.26518 OBJECT           spectroscopy     HST218-354                       
COMA00022041 2002-01-01            23 F30C12.81W0.20  H21             H01             L01L10I         04:56:59.596 +33:09:57.98 170.58997    -6.15957     76.66732     10.45476         0.227243     0.805653     0.547068 12:50:33.000  100.430   34.44906 OBJECT           imaging          HD31398                          
COMA00022047 2002-01-01             1 F30C12.81W0.20  H21             H01             L01L10I         04:56:59.601 +33:09:58.05 170.58996    -6.15955     76.66732     10.45478         0.227243     0.805653     0.547068 12:52:23.000  100.430   34.06748 OBJECT           imaging          HD31398                          
COMA00022049 2002-01-01             1 F30C12.81W0.20  H21             F09C12.50W1.15  L01L10I         04:56:59.597 +33:09:57.98 170.58997    -6.15957     76.66732     10.45476         0.227243     0.805653     0.547068 12:53:47.000  100.430   33.76951 OBJECT           imaging          HD31398                          
COMA00022051 2002-01-01             1 F30C12.81W0.20  H21             F09C12.50W1.15  L01L10I         04:56:59.436 +33:09:59.29 170.58934    -6.15978     76.66680     10.45519         0.227251     0.805647     0.547073 12:54:56.000  100.430   33.51922 OBJECT           imaging          HD31398                          
COMA00022056 2002-01-01             4 F30C12.81W0.20  H21             F09C12.50W1.15  L01L10I         04:56:59.419 +33:09:59.40 170.58927    -6.15981     76.66673     10.45523         0.227253     0.805647     0.547074 12:56:06.000 10043.99   33.28186 OBJECT           spectroscopy     HD31398                          
COMA00022058 2002-01-01             4 F30C12.81W0.20  H21             F09C12.50W1.15  L01L10I         04:56:59.419 +33:09:59.32 170.58929    -6.15983     76.66673     10.45520         0.227253     0.805647     0.547074 12:58:36.000 10043.99   32.75320 OBJECT           spectroscopy     HD31398                          
COMA00022060 2002-01-01             1 F30C12.81W0.20  H21             F09C12.50W1.15  L01L10I         04:56:59.424 +33:09:59.37 170.58928    -6.15982     76.66673     10.45522         0.227253     0.805647     0.547074 13:01:21.000 5021.990   32.18578 OBJECT           spectroscopy     HD31398                          
COMA00022062 2002-01-01             1 F30C12.81W0.20  H21             F09C12.50W1.15  L01L10I         04:56:59.418 +33:09:59.34 170.58928    -6.15982     76.66673     10.45521         0.227253     0.805647     0.547074 13:01:58.000 5021.990   32.06365 OBJECT           spectroscopy     HD31398                          
COMA00022063 2002-01-01            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:41:14.805 -09:33:04.07 227.18619    6.52190      119.30864    -30.45334       -0.421615     0.891464    -0.165928 13:09:35.000  100.430   51.75825 OBJECT           imaging          HD61935                          
COMA00022065 2002-01-01            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:41:14.771 -09:33:04.18 227.18616    6.52178      119.30851    -30.45340       -0.421613     0.891465    -0.165928 13:10:15.000  100.430   51.64869 OBJECT           imaging          HD61935                          
COMA00022067 2002-01-01            12 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         06:40:44.602 +09:48:01.61 202.99479    2.10362      100.34205    -13.27464       -0.174261     0.969876     0.170217 13:15:19.000  100.430   48.84162 OBJECT           imaging          LKHA25                           
COMA00022069 2002-01-01            12 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         06:40:44.601 +09:47:57.05 202.99592    2.10304      100.34215    -13.27590       -0.174261     0.969880     0.170195 13:17:17.000  100.430   48.37391 OBJECT           imaging          LKHA25                           
COMA00022071 2002-01-01             8 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         06:40:44.606 +09:47:56.34 202.99611    2.10299      100.34220    -13.27610       -0.174262     0.969880     0.170192 13:18:59.000  100.430   47.98932 OBJECT           imaging          LKHA25                           
COMA00022073 2002-01-01             8 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         06:40:44.606 +09:48:01.83 202.99475    2.10368      100.34209    -13.27458       -0.174261     0.969876     0.170218 13:20:33.000  100.430   47.61132 OBJECT           imaging          LKHA25                           
COMA00022075 2002-01-01             9 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         06:40:44.604 +09:48:11.01 202.99246    2.10481      100.34186    -13.27204       -0.174259     0.969868     0.170262 13:23:16.000  100.430   46.98422 OBJECT           imaging          LKHA25                           
COMA00022078 2002-01-01            36 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         06:40:44.612 +09:48:11.15 202.99245    2.10487      100.34190    -13.27200       -0.174260     0.969868     0.170263 13:24:07.000  401.750   46.78332 OBJECT           spectroscopy     LKHA25                           
COMA00022080 2002-01-01            36 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         06:40:44.628 +09:48:11.16 202.99248    2.10494      100.34198    -13.27199       -0.174261     0.969868     0.170263 13:26:47.000  401.750   46.15297 OBJECT           spectroscopy     LKHA25                           
COMA00022082 2002-01-01             7 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         06:40:44.631 +09:48:10.71 202.99259    2.10488      100.34199    -13.27211       -0.174261     0.969868     0.170261 13:29:12.000  401.750   45.58469 OBJECT           spectroscopy     LKHA25                           
COMA00022086 2002-01-01            36 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         06:40:44.660 +09:48:11.13 202.99255    2.10505      100.34211    -13.27199       -0.174264     0.969867     0.170263 13:37:02.000  401.750   43.74996 OBJECT           spectroscopy     LKHA25                           
COMA00022087 2002-01-01             9 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         06:40:44.674 +09:48:01.05 202.99506    2.10380      100.34236    -13.27478       -0.174266     0.969876     0.170215 13:40:55.000  100.430   42.84422 OBJECT           imaging          LKHA25                           
COMA00022090 2002-01-01            36 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         06:40:44.663 +09:48:01.17 202.99501    2.10378      100.34231    -13.27475       -0.174265     0.969876     0.170215 13:41:48.000  401.750   42.63860 OBJECT           spectroscopy     LKHA25                           
COMA00022092 2002-01-01            36 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         06:40:44.668 +09:48:00.96 202.99508    2.10379      100.34236    -13.27480       -0.174266     0.969876     0.170214 13:44:12.000  401.750   42.06209 OBJECT           spectroscopy     LKHA25                           
COMA00022094 2002-01-01            36 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         06:40:44.671 +09:48:01.27 202.99500    2.10383      100.34235    -13.27471       -0.174266     0.969875     0.170216 13:46:38.000  401.750   41.49603 OBJECT           spectroscopy     LKHA25                           
COMA00022095 2002-01-01            12 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         06:31:06.933 +10:26:05.59 201.34184    0.29081      97.87330     -12.79255       -0.133112     0.974411     0.181118 13:53:09.000  100.430   37.89680 OBJECT           imaging          VYMon                            
